m_id,m_gametext
40428,"['A Grandport nautical chart with detailed information on the Middlesea.','','','','','','','','','','','']"
40441,"['Material that can be traded for a historic fragment.','','','','','','','','','','','']"
40442,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
40453,"[""Zinef the Divine Scholar's testimony on medicines that can revive the dead."",'','','','','','','','','','','']"
41669,"['A bookmark that unlocks the anecdote ""A Scholars\' Salon: Heinz and Therese"" in Memoirs.','','','','','','','','','','','']"
41472,"['A bookmark that unlocks the anecdote ""Yugo\'s Gourmet Diary: Emberglow"" in Memoirs.','','','','','','','','','','','']"
41473,"['A bookmark that unlocks the anecdote ""A Losing Battle: Z\'aanta and Dorothea"" in Memoirs.','','','','','','','','','','','']"
41474,"['A bookmark that unlocks the anecdote ""Rules of Play: Cyrus and Millard"" in Memoirs.','','','','','','','','','','','']"
41475,"['A bookmark that unlocks the anecdote ""Luck is a Skill: Hasumi and Barrad"" in Memoirs.','','','','','','','','','','','']"
41536,"['A bookmark that unlocks the anecdote ""Drinking Alone: Cless, Durand, and Viola"" in Memoirs.','','','','','','','','','','','']"
41537,"['A bookmark that unlocks the anecdote ""On Chivalry: Yukes and Lionel"" in Memoirs.','','','','','','','','','','','']"
41538,"['A bookmark that unlocks the anecdote ""An Entertaining History: Harley and Levan"" in Memoirs.','','','','','','','','','','','']"
41539,"['A bookmark that unlocks the anecdote ""Fighting Apothecaries: Alfyn and Gertrude"" in Memoirs.','','','','','','','','','','','']"
41813,"['A bookmark that unlocks the anecdote ""Heroes of the Harbor: Sarisa and Eltrix"" in Memoirs.','','','','','','','','','','','']"
41814,"['A bookmark that unlocks the anecdote ""Those Greater Than Us: Miles and Rondo"" in Memoirs.','','','','','','','','','','','']"
41815,"['A bookmark that unlocks the anecdote ""Princesses: Aedelgard and Alaune"" in Memoirs.','','','','','','','','','','','']"
41816,"['A bookmark that unlocks the anecdote ""A Frosty Friendship: Brigitte and Lolo"" in Memoirs.','','','','','','','','','','','']"
41817,"['A bookmark that unlocks the anecdote ""For Whom Does the Dancer Twirl: Mabel & Efrain"" in Memoirs.','','','','','','','','','','','']"
41818,"['A bookmark that unlocks the anecdote ""A Deliciously Good Deed: Kurtz and Madelaine"" in Memoirs.','','','','','','','','','','','']"
41819,"['A bookmark that unlocks the anecdote ""Yugo\'s Gourmet Diary: Theatropolis"" in Memoirs.','','','','','','','','','','','']"
41820,"['A bookmark that unlocks the anecdote ""Brothers and Sisters: Falco and Joshua"" in Memoirs.','','','','','','','','','','','']"
41821,"['A bookmark that unlocks the anecdote ""An Unbeatable Duo: Yunnie and Chloe"" in Memoirs.','','','','','','','','','','','']"
41822,"['A bookmark that unlocks the anecdote ""For Fluff: Largo and Molu"" in Memoirs.','','','','','','','','','','','']"
41823,"['A bookmark that unlocks the anecdote ""Between Warriors: Ri\'tu and Kouren"" in Memoirs.','','','','','','','','','','','']"
42647,"['A bookmark that unlocks the anecdote ""An Effective Sales Strategy: Varkyn and Pia"" in Memoirs.','','','','','','','','','','','']"
42648,"['A bookmark that unlocks the anecdote ""A Convincing Argument: Yan Long and Hayes"" in Memoirs.','','','','','','','','','','','']"
40474,"['A fortune box that offers a set chance of granting armor (with exceptions).','','','','','','','','','','','']"
40475,"['A fortune box that offers a set chance of granting material.','','','','','','','','','','','']"
40489,"[""A letter written by Queen Alaune of Edoras to I'cirlo."",'','','','','','','','','','','']"
40490,"['A versatile herb used in food and medicine that is distributed throughout Edoras.','','','','','','','','','','','']"
40491,"['The carapace of a hardy armor eater. It is prized as a material for equipment.','','','','','','','','','','','']"
40492,"['A sachet that lures in rowdy alpacas. It emanates a faint warmth.','','','','','','','','','','','']"
41357,"['The thoughts of the mighty heroes who once lived in Cragspear.','','','','','','','','','','','']"
41389,"['The thoughts of the mighty heroes who once lived in Valore.','','','','','','','','','','','']"
41542,"['The thoughts of the mighty heroes who once lived in Hornburg.','','','','','','','','','','','']"
40527,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
40530,"[""Material to be used in the Nameless Town's ultimate flower bed."",'','','','','','','','','','','']"
40531,"['Material that can be traded for a wisdom fragment.','','','','','','','','','','','']"
42783,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
42785,"['Material that can be traded for an emberfruit fragment.','','','','','','','','','','','']"
40544,"['A ticket that can replenish 1 attempt at Ultimate Training.','','','','','','','','','','','']"
40545,"['A ticket that can replenish 5 attempts at Ultimate Training.','','','','','','','','','','','']"
40546,"['Medicine that fully restores the HP and SP of all travelers undertaking one of the trials.','','','','','','','','','','','']"
40547,"['Medicine that fully restores the HP and SP of one traveler undertaking one of the trials.','','','','','','','','','','','']"
40916,"['A ticket that can replenish 1 attempt at any Job Training.','','','','','','','','','','','']"
40917,"['A ticket that can replenish 5 attempts at any Job Training.','','','','','','','','','','','']"
40925,"['A ticket that can replenish 1 attempt at Veteran Training.','','','','','','','','','','','']"
40926,"['A ticket that can replenish 5 attempts at Veteran Training.','','','','','','','','','','','']"
41369,"['A ticket that can replenish 1 attempt at Master Training.','','','','','','','','','','','']"
41370,"['A ticket that can replenish 5 attempts at Master Training.','','','','','','','','','','','']"
41937,"['A ticket that can replenish 10 attempts at Elite Training.','','','','','','','','','','','']"
41938,"['A ticket that can replenish 50 attempts at Elite Training.','','','','','','','','','','','']"
41939,"['Medicine that fully restores the HP and SP of all travelers undertaking Elite Training.','','','','','','','','','','','']"
41940,"['Medicine that fully restores the HP and SP of one traveler undertaking Elite Training.','','','','','','','','','','','']"
40553,"['A fortune box that grants 4 Ultimate Training Tickets (1 Time) and 10 Trial Recovery Potions (Single).','','','','','','','','','','','']"
40554,"['A fortune box that grants 4 Ultimate Training Tickets (5 Times), 1 Trial Recovery Potion (All), and 10 Trial Recovery Potions (Single).','','','','','','','','','','','']"
40928,"['A fortune box that grants 3 Job Training Tickets (1 Time) and 5 Trial Recovery Potions (Single).','','','','','','','','','','','']"
40556,"['A stone used to awaken and enhance the ultimate techniques of certain travelers. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40685,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_0001>Sofia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40686,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_0002>Fiore. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40687,"['A stone used to awaken and enhance the ultimate techniques of Scarecrow. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40688,"['A stone used to awaken and enhance the ultimate techniques of Gilderoy. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40689,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_0005>Millard. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40690,"['A stone used to awaken and enhance the ultimate techniques of Viola. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40691,"['A stone used to awaken and enhance the ultimate techniques of Theo. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40692,"['A stone used to awaken and enhance the ultimate techniques of Lynette. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40693,"['A stone used to awaken and enhance the ultimate techniques of Lionel. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40694,"['A stone used to awaken and enhance the ultimate techniques of Molrusso. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40695,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_0068>Primrose. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40696,"['A stone used to awaken and enhance the ultimate techniques of Olberic. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40697,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_0070>Tressa. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40698,"['A stone used to awaken and enhance the ultimate techniques of Alfyn. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40699,"[""A stone used to awaken and enhance the ultimate techniques of <JobIcon_0072>H'aanit. Can be used from the Status or Learn Skills menu."",'','','','','','','','','','','']"
40700,"['A stone used to awaken and enhance the ultimate techniques of Cyrus. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40701,"['A stone used to awaken and enhance the ultimate techniques of Ophilia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40702,"['A stone used to awaken and enhance the ultimate techniques of Therion. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40705,"['A stone used to awaken and enhance the ultimate techniques of Leon. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40707,"[""A stone used to awaken and enhance the ultimate techniques of Z'aanta. Can be used from the Status or Learn Skills menu."",'','','','','','','','','','','']"
40708,"['A stone used to awaken and enhance the ultimate techniques of Therese. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40709,"['A stone used to awaken and enhance the ultimate techniques of Lianna. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40710,"['A stone used to awaken and enhance the ultimate techniques of Heathcote. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40711,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_0084>Lumis. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40713,"['A stone used to awaken and enhance the ultimate techniques of Harley. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40714,"['A stone used to awaken and enhance the ultimate techniques of Tithi. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40715,"['A stone used to awaken and enhance the ultimate techniques of Molu. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40716,"['A stone used to awaken and enhance the ultimate techniques of Varkyn. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40718,"['A stone used to awaken and enhance the ultimate techniques of Dorothea. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40720,"['A stone used to awaken and enhance the ultimate techniques of Yunnie. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40721,"[""A stone used to awaken and enhance the ultimate techniques of Ri'tu. Can be used from the Status or Learn Skills menu."",'','','','','','','','','','','']"
40722,"['A stone used to awaken and enhance the ultimate techniques of Lars. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40723,"['A stone used to awaken and enhance the ultimate techniques of Eliza. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40724,"['A stone used to awaken and enhance the ultimate techniques of Soleil. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40725,"['A stone used to awaken and enhance the ultimate techniques of Lemaire. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40726,"['A stone used to awaken and enhance the ultimate techniques of Odette. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40727,"['A stone used to awaken and enhance the ultimate techniques of Stead. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40729,"['A stone used to awaken and enhance the ultimate techniques of Cardona. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40730,"['A stone used to awaken and enhance the ultimate techniques of Cecily. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40731,"['A stone used to awaken and enhance the ultimate techniques of Sertet. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40732,"['A stone used to awaken and enhance the ultimate techniques of Canary. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40733,"['A stone used to awaken and enhance the ultimate techniques of Nicola. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40734,"['A stone used to awaken and enhance the ultimate techniques of Tikilen. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40736,"[""A stone used to awaken and enhance the ultimate techniques of W'ludai. Can be used from the Status or Learn Skills menu."",'','','','','','','','','','','']"
40737,"['A stone used to awaken and enhance the ultimate techniques of Falco. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40740,"['A stone used to awaken and enhance the ultimate techniques of Kersjes. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40743,"['A stone used to awaken and enhance the ultimate techniques of Chloe. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40744,"['A stone used to awaken and enhance the ultimate techniques of Yan Long. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40745,"['A stone used to awaken and enhance the ultimate techniques of Jillmeila. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40748,"['A stone used to awaken and enhance the ultimate techniques of Glossom. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40749,"['A stone used to awaken and enhance the ultimate techniques of Gertrude. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40750,"['A stone used to awaken and enhance the ultimate techniques of Hasumi. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40751,"['A stone used to awaken and enhance the ultimate techniques of Kouren. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40752,"['A stone used to awaken and enhance the ultimate techniques of Largo. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40753,"['A stone used to awaken and enhance the ultimate techniques of Eleonora. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40764,"['A stone used to awaken and enhance the ultimate techniques of Hayes. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40765,"['A stone used to awaken and enhance the ultimate techniques of Promme. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40769,"['A stone used to awaken and enhance the ultimate techniques of Zenia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40772,"['A stone used to awaken and enhance the ultimate techniques of Hammy. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40779,"['A stone used to awaken and enhance the ultimate techniques of Joshua. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40780,"['A stone used to awaken and enhance the ultimate techniques of Nina-Lanna. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40782,"['A stone used to awaken and enhance the ultimate techniques of Nona. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40795,"['A stone used to awaken and enhance the ultimate techniques of Nivelle. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40796,"['A stone used to awaken and enhance the ultimate techniques of Aedelgard. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40797,"['A stone used to awaken and enhance the ultimate techniques of Sarisa. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40798,"['A stone used to awaken and enhance the ultimate techniques of Yukes. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40799,"['A stone used to awaken and enhance the ultimate techniques of Ditraina. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40801,"['A stone used to awaken and enhance the ultimate techniques of Edea. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40802,"['A stone used to awaken and enhance the ultimate techniques of Agnès. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40803,"['A stone used to awaken and enhance the ultimate techniques of Elvis. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40804,"['A stone used to awaken and enhance the ultimate techniques of Adelle. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40806,"['A stone used to awaken and enhance the ultimate techniques of Ogen. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40890,"['A stone used to awaken and enhance the ultimate techniques of 2B. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40891,"['A stone used to awaken and enhance the ultimate techniques of 9S. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40892,"['A stone used to awaken and enhance the ultimate techniques of A2. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41639,"['A stone used to awaken and enhance the ultimate techniques of Frederica. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41640,"['A stone used to awaken and enhance the ultimate techniques of Serenoa. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41641,"['A stone used to awaken and enhance the ultimate techniques of Roland. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
42841,"['A stone used to awaken and enhance the ultimate techniques of Oersted. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
42842,"['A stone used to awaken and enhance the ultimate techniques of Streibough. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
42843,"['A stone used to awaken and enhance the ultimate techniques of O. Odio. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
42844,"['A stone used to awaken and enhance the ultimate techniques of S. Odio. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
44053,"['A stone used to awaken and enhance the ultimate techniques of Isla. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
44055,"['A stone used to awaken and enhance the ultimate techniques of Rique. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40877,"['A stone used to awaken and enhance the ultimate techniques of Richard. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40878,"['A stone used to awaken and enhance the ultimate techniques of Bargello. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40879,"['A stone used to awaken and enhance the ultimate techniques of Levina. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40880,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_0603>Alaune. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40984,"['A stone used to awaken and enhance the ultimate techniques of Rondo. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40985,"['A stone used to awaken and enhance the ultimate techniques of Krauser. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40986,"['A stone used to awaken and enhance the ultimate techniques of Rinyuu. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41642,"['A stone used to awaken and enhance the ultimate techniques of Eltrix. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41643,"['A stone used to awaken and enhance the ultimate techniques of Elrica. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41644,"['A stone used to awaken and enhance the ultimate techniques of Sonia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41646,"['A stone used to awaken and enhance the ultimate techniques of Signa. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41647,"['A stone used to awaken and enhance the ultimate techniques of Sazantos. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41648,"['A stone used to awaken and enhance the ultimate techniques of Solon. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41984,"['A stone used to awaken and enhance the ultimate techniques of Nephti. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40987,"['A stone used to awaken and enhance the ultimate techniques of Herminia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40988,"['A stone used to awaken and enhance the ultimate techniques of Tytos. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40989,"['A stone used to awaken and enhance the ultimate techniques of Auguste. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41651,"['A stone used to awaken and enhance the ultimate techniques of Tatloch. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40990,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_9001>Sofia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40991,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_9002>Fiore. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40992,"[""A stone used to awaken and enhance the ultimate techniques of <JobIcon_9003>H'aanit. Can be used from the Status or Learn Skills menu."",'','','','','','','','','','','']"
41652,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_9004>Primrose. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41653,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_9005>Tressa. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41985,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_9007>Millard. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41986,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_9008>Lumis. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41987,"['A stone used to awaken and enhance the ultimate techniques of <JobIcon_9009>Alaune. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
41715,"['A stone used to awaken Cless to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41716,"['A stone used to awaken Kurtz to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41717,"['A stone used to awaken Devin to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41718,"['A stone used to awaken Heinz to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41719,"['A stone used to awaken Trish to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41720,"['A stone used to awaken Sigrid to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41721,"['A stone used to awaken Bertrand to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41722,"['A stone used to awaken Pia to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41723,"['A stone used to awaken Cedric to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41724,"['A stone used to awaken Noelle to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41725,"['A stone used to awaken Merrit to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41726,"['A stone used to awaken Rita to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41727,"['A stone used to awaken Fabio to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41728,"['A stone used to awaken Meena to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41729,"['A stone used to awaken Brigitte to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41730,"['A stone used to awaken Lolo to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41731,"['A stone used to awaken Wingate to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41732,"['A stone used to awaken Laura to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41733,"['A stone used to awaken Ashlan to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41734,"['A stone used to awaken Miles to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41735,"['A stone used to awaken Lucetta to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41736,"['A stone used to awaken Barrad to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41737,"['A stone used to awaken Madelaine to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41738,"['A stone used to awaken Shelby to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41739,"['A stone used to awaken Mabel to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41740,"['A stone used to awaken Cornelia to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41741,"['A stone used to awaken Durand to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41742,"['A stone used to awaken Paula to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41743,"['A stone used to awaken Levan to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41744,"['A stone used to awaken Efrain to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41745,"['A stone used to awaken Cerna to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41746,"['A stone used to awaken Jorn to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41747,"['A stone used to awaken Peredir to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41748,"['A stone used to awaken Tahir to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41749,"['A stone used to awaken Ramona to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41750,"['A stone used to awaken Camilla to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41751,"['A stone used to awaken Aslyte to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41752,"['A stone used to awaken Helga to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41753,"['A stone used to awaken Menno to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41754,"['A stone used to awaken Rodion to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41755,"['A stone used to awaken Iris to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41756,"['A stone used to awaken Narr to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
41757,"['A stone used to awaken Kenneth to stage IV. Can be used from the Status menu.','','','','','','','','','','','']"
40921,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
40944,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
40945,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
40946,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
40947,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
40948,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
40949,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
40950,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41942,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41467,"[""Can be used when playing Fortune's Gameboard."",'','','','','','','','','','','']"
41831,"[""Can be used when playing Conviction's Gameboard."",'','','','','','','','','','','']"
41457,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41458,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41459,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41460,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41461,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41462,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41790,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41791,"['Can be traded for an item at the Exchange.','','','','','','','','','','','']"
41335,"['A fortune box that offers a set chance of granting a Soul of War, Void Dust, and other souls.  Eligible Souls of War: Fiore I, Gilderoy I, Viola I, Theo I, Scarecrow I, Millard I, Sofia I, Lynette I.','','','','','','','','','','','']"
41336,"['A fortune box that offers a set chance of granting a Soul of War, Void Dust, and other souls.  Eligible Souls of War: Lars I, Cardona I, Primrose I, Kersjes I, Lumis I, Molrusso I, Nicola I, Therese I.','','','','','','','','','','','']"
41337,"[""A fortune box that offers a set chance of granting a Soul of War, Void Dust, and other souls.  Eligible Souls of War: Richard I, Nina-Lanna I, Cecily I/II/III, Hayes I, Hasumi I, Stead I, Z'aanta I, Heathcote I."",'','','','','','','','','','','']"
41384,"['戦技の魂、抜魂の粉塵、 その他ソウルが一定の割合で 手に入る抽占箱 （この抽占箱に含まれる戦技の魂） ２Ｂ:Ⅰ/９Ｓ:Ⅰ/Ａ２:Ⅰ/リシャールⅠ/セシリーⅠ、Ⅱ、Ⅲ/ハスミⅠ/ソフィアⅠ/リネットⅠ','','','','','','','','','','','']"
41398,"['戦技の魂、抜魂の粉塵、 その他ソウルが一定の割合で 手に入る抽占箱 （この抽占箱に含まれる戦技の魂） アーフェンⅠ/テリオンⅠ/プロメⅠ/サイラスⅠ、Ⅱ、Ⅲ/グロッサムⅠ/ティキレンⅠ/トレサⅠ/ハンイットⅠ','','','','','','','','','','','']"
41432,"['戦技の魂、抜魂の粉塵、 その他ソウルが一定の割合で 手に入る抽占箱 （この抽占箱に含まれる戦技の魂） アラウネⅠ/ヴァルカンⅠ/リ・トゥⅠ/ファルコⅠ/ドロテアⅠ/ジョシュアⅠ/コウレンⅠ/ハーレーⅠ','','','','','','','','','','','']"
41433,"['戦技の魂、抜魂の粉塵、 その他ソウルが一定の割合で 手に入る抽占箱 （この抽占箱に含まれる戦技の魂） エレオノーラⅠ/オデットⅠ、Ⅱ/エリザⅠ/ソレイユⅠ/エルヴィスⅠ/アニエスⅠ/アデルⅠ/イデアⅠ','','','','','','','','','','','']"
